text,label,notes
"This movie is trash-poor. It has horrible taste, and is pedestrian and unconvincing in script although supposedly based on real-events - which doesn't add much of anything but make it more of a disappointment. Direction is not well done at as scenes and dialogue are out-of-place. Not sure what Robin Williams saw in this character or story. To start, Williams is not convincing as a gay in a relationship breakup nor is the relationship itself interesting. What's worse, his character is compelled by an ugly pedophile story that is base and has no place as a plot device. You have an older Rory Culkin tastelessly spouting ""d_ck_smker"" - in good fun- which is annoying enough and then laughed up by the Williams character. Finally you have Sandra Oh as a guardian angel adviser to Williams and a thrown in explanation of the whole fiasco towards the end. Toni Collete's character is just plain annoying and a re-hash of her 6th Sense performance with poorer direction. Very Miss-able.",negative,
"""The Bat People"" is a proud resident of the IMDb Bottom 100. Every once and a while the movie suddenly vanishes from the infamous list, depending on whether there are new movies with Paris Hilton in the lead or documentaries about American Idol stars, but it always reliably returns sooner or later. And why? Because, unlike the majority of crap in that list, ""The Bat People"" is a legitimate bad film and it deserves to be on there regardless of any media influences or internet buzz! This nearly isn't the worst film ever made, since the basic concept definitely has a certain charm and ingenuity, but it's still indescribably difficult to sit through the whole thing. The script is incredibly boring, with absolutely unnecessary padding footage and gigantic gaps in continuity, and yet the main characters still remain total strangers throughout the entire film. Other than a sensible screenplay, the film also lacks spectacular killing sequences and the make-up effects  although courtesy of a young Stan Winston  are ludicrously inept and remain largely unseen until the end of the film. The film's title is inaccurate, as ""people"" refers to a number in plural whereas the story actually just revolves on one Bat Person. Much more than Bruce Wayne, the real Batman plays in this movie and he as well has a genuine Bat-cave and a Bat-mobile (a stolen ambulance)! The plot introduces a young couple on their honeymoon-weekend exploring caves. They wander off from a guided tour group and he gets bitten by a bat whilst trying to protect his wife from the animal's vicious attack. Worried that he might be infected with rabies, he undergoes an intense treatment at the local hospital, but still this doesn't prevent him from slowly transforming into a bloodthirsty bat creature. He kills random people at night and toys around with the suspicious police sergeant whilst his loving wife is still vastly convinced the awkward behavior is exclusively due to allergic reactions to the rabies treatment. Sure, honey! The script never explains why a bat would attack people and how come John always changes back into a normal human being at the dawn of a new day instead of gradually turning into a permanent state of bat-guano. So basically, ""The Bat People"" is a variation on the good old werewolf-theme, but obviously not a very interesting one. The concept showed a lot of potential, but somehow the sub plots center on whiny drunks and perverted Sheriffs instead of on ghastly monsters. Some of the settings and exterior filming locations look impressive, the misfit song playing during the credits is strangely catchy, there's a nice bit of gore during the climax (finally!) and main actress Marianne McAndrew is ravishing to look at (though not to listen to). This truly bad and boring film's current listing in the bottom 100 is spot number 80, and personally I hope it sticks somewhere in that region. The list simply wouldn't feel and traditional without ""The Bat People"".",negative,
"""A Damsel in Distress"" is definitely not one of Fred Astaire's better musicals. But even Astaire's bad films always had some good moments.<br /><br />In ""Damsel,"" Astaire is Jerry Halliday, an American musical star who is in London on a personal appearance tour. He meets Lady Alice Marshmorton (19-year-old Joan Fontaine), a beautiful English heiress, who hops into the back of a cab he is taking to escape a mob of admirers.<br /><br />Jerry believes that Alice is being forced into a marriage by her rich aunt. He tries to rescue her from her family's country manor house, but soon discovers that the house staff is laying bets on which suitor Lady Alice will marry. Keggs (Reginald Gardiner) the conniving butler, and Albert (Harry Watson), the bratty house boy, each take turns alternately helping and sabotaging Lady Alice's romance with Jerry to make sure they win the bet.<br /><br />This musical has numerous problems. First, there is the plot, based on a novel by P.G. Wodehouse (who co-wrote the screenplay). The story is slow, painful, and nerve-grating. When Fred is not dancing, we have to endure endless annoying scenes of (a) Fred romancing Joan Fontaine or (b) Keggs and Albert conniving against them and each other.<br /><br />The butler and the house boy are especially irritating. They are one-dimensional stock villain characters, the kind of guys you just want to punch in the mouth. You wish they would get off the screen and let Fred dance.<br /><br />Astaire suffers in the absence of his usual partner, Ginger Rogers. Joan Fontaine is a lackluster leading lady in this film, and is miscast in a musical. She has little going for her, character-wise, other than her lovely face and beautiful smile.<br /><br />George Burns and Gracie Allen are along for the ride, as Jerry's publicist and his ditzy secretary. The duo adds some sorely needed chemistry to the plot, and Gracie has some funny lines, but she is also very annoying at times.<br /><br />The direction of the movie by George Stevens is not well done. At times, the cinematography is horrible and off-focus. There are a number of outdoor scenes set on extremely foggy streets, to try to convince the audience that we are in London, not Hollywood. (They must have used tons of dry ice in this movie.) On the plus side, the songs by George and Ira Gershwin are terrific, and have become classic song standards. And of course, the dancing in the movie is exceptional, thanks to Astaire and his choreographer, Hermes Pan.<br /><br />But the musical and dance numbers are ill-used and ill-staged. At times, the cast seems to start singing and dancing because, well, it's time for them to start singing and dancing. The musical numbers seem randomly inserted into the meandering plot. (At one point, the butler steps outside the manor house and breaks into an operetta solo for no clear reason.) The numbers include:  ""I'm Dancing and I Can't Be Bothered Now"" -- Fred dances well on a foggy traffic-filled London street. He does some great ""cane-twirling"" with a rolled umbrella -- but the number ends too soon when Fred jumps on a passing double-decker bus. (In the Broadway musical, ""Crazy For You,"" Harry Groener did a much better version of this number with a group of chorus girls.)<br /><br /> ""Put Me To The Test"" -- Fred, George, and Gracie do a trio tap dance in an English cottage. George and Gracie match Fred step for step, but the number ends poorly with everyone kicking each other for no reason.<br /><br /> ""Stiff Upper Lip"" (The Fun House Number) -- At an amusement park fun house, Fred, George, and Gracie have fun dancing on the revolving floor, rotating barrel, and with the fun house mirrors. It's the best number of the movie, but it gets a little repetitious at times.<br /><br /> ""Things Are Looking Up"" -- Fred and Joan Fontaine do their one dance number together in the film, prancing around the back woods of the country manor estate. Fortunately, it's a very simple dance number because Joan is not a great dancer.<br /><br /> ""A Foggy Day in London Town"" -- Fred wanders around the foggy manor estate at night, crooning about the foggy day when he first met Joan in London. At times, he looks as if he's not sure which way he's going in the fog -- much like the musical number itself.<br /><br /> ""Nice Work If You Can Get It"" -- A great song that is misused in the movie. During a social event at the manor house, Fred gets drawn into a chorus of dour-faced singers who are haphazardly singing this song. Each time Fred joins in, the other singers look at him as if they wish he would leave. (Again, Harry Groener did a better dance number with this song in ""Crazy For You."")  ""Drum Dance Number"" -- As Fred and Joan are eloping, Fred has to stop and do one final tap dance number while banging a group of drums. As usual, it's a great dance number. But there's absolutely no need for it, except to prolong the movie.<br /><br />The most contrived moment in the film comes when Fred decides to leap off a high stone balcony at the country estate in order to prove his love for Joan Fontaine. As he leaps from the balcony, he finds a conveniently-placed trapeze -- that's right, a *trapeze* -- hanging from a nearby tree. Fred (or rather, a stuntman in Fred's clothes) grabs the trapeze and swings to the ground from it.<br /><br />The movie is worth owning on DVD for the dance numbers alone, but you feel indebted to the guy who invented the Fast Forward button on your remote. The >>FF button allows you to skip through the other, boring scenes in the film to get to the dance numbers.",negative,
"I thought it was not the best re-cap episode I've every seen (though my viewing partner handed me a tissue in anticipation of the Brendan Fraser moment...*sigh*). It was nice to see Cox outside of the incessantly brittle ""Coxism State"" he is in these days, if only for brief moments. I also enjoyed trying to place the episodes included by the length of the character's hair (or height, in case of JD) and the youthfulness of the earliest episodes. I can also see how Zach might be well on the way to a very Chevy Chase/or is that Matthew Perry? prat-fall induced chemical slide (already acknowledged on Conan). A little side note, the song (now stuck in my head) from the janitor-induced dance montage was ""Diner"" by Martin Sexton.",negative,
"Man has been to the farthest reaches of the earth and now he is traveling to new worlds. But with new worlds come ancient evils... the vampires of space. And not just a handful but entire tribes. In this film (which I saw as ""Bloodsuckers"" but I guess also goes as ""Vampires Wars"") we see what happens when the imperialist earthlings meet the imperialist vampires.<br /><br />I will make this review very short because it's undeserving of a good review. The best I can say for this film is it has a good cast of b-list and upcoming stars. Natassia Malthe was Quintana, and was far more attractive here than in ""Bloodrayne 2"". Michael Ironside is Muco, and is always a fan favorite (as I say, he's the poor man's Jack Nicholson). And we even get Carrie-Ann Fleming as ""Damian's wife"", who horror fans will now recognize as the eponymous Jenifer from Dario Argento's ""Jenifer"". So this movie, as bad as it is, isn't without some names attached... but the same can be said of Uwe Boll's work.<br /><br />The concept of the military tracking and killing vampires in space isn't necessarily a bad idea, but it easily falls into the realm of ""cheese"" and this film falls hard. The acting, especially from the vampires, is over the top and I just didn't find the explanations of their existence very convincing. Worst of all, the vampire tribes have the names ""Voorhess"" and ""Leatherfaces"". I understand this was supposed to be a clever reference for the horror fans, but it wasn't clever at all. It just sounded dumb and out of place (unlike the much more subtle references in James Gunn's ""Slither"", such as naming stores after lesser-known horror directors).<br /><br />That's all I want to say. If you can stand lots of cheese (on this day I couldn't and I'm from Wisconsin) and want to see average actors with poor costumes fight vampires in space (although ""space"" looks a lot like any other forest on earth) check this one out, if you can find it. I don't personally recommend this when you can watch other cheesy vampires films (Jon Carpenter's ""Vampires"") or other cheesy space movies. Or maybe even some good ones. But, hey, do your thing.",negative,
">>>>>>>>>>>>> >>>>>>>>>>>>>>>>> >>>>>>>>>>>>>>>>>>>>>> >>>>>>>> >>>>>>> With their no holds bar cruel offensive humor, sure enough to offended anyone, you would sure think this would be a laugh riot! ............wrong. Worest movie since Open water. Don't be to surprised if you completely miss this movie upon release date as I'm sure it wont do very good at all at the box office. This movie had a lot of Potential but fell to little to short. No enough character development, awkward actors and The upside of this movie was nudity. Boobs. Amazing. If I had to see this movie again, I myself would go POSTAl. <<<<<<<<<<<< <<<<<<<<<<<<<<<<<<<< <<<<<<<<<<<<<<<<<<<<<<<< <<<<<<<",negative,
"When I was in school I made a film about a couple roaming around in the trees and talking, and I realized halfway through editing that this was not just a failing aesthetic strategy but a cliché of Canadian cinema: sodden lyricism married to vacant, metaphor-burdened stabs at social commentary. But whatever my own film's failings I feel much better after seeing this...this...thing. For one thing, mine ran 20 minutes, not 85, and had more content at that: every pointless bit of business here is fawned over for four, five, six relentless minutes. The male lead is just incredible, a brow-beating, loudmouthed creep given to outbursts of drama-class improv in between philosophical insights culled from the U of T pub, and he is given lots and lots of space to make us hate him. Admittedly if he weren't such an a**hole then the third act would make even less sense, as a couple snarky dudes show up to provide distant and thoroughly unhelpful echoes of 'exploitation' values; but it doesn't make it any easier to watch the caged creep whimper ""please"" in closeup until the magazine runs out. I take back what I said about AUTUMN BORN, which at least had the courage of its own misbegotten lechery: this cinematic crater is and will remain the very worst Canadian movie of all time. At least, I really really hope so.",negative,
"a friend gave it to me saying it was another classic like ""Debbie does Dallas"". Nowhere close. I think my main complaint is about the most unattractive lead actress in porn industry ever. Even more terrible is that she is on screen virtually all the time. But I read somewhere that back in those days, porn had to have some ""artistic"" value. I was unable to find it though. See it only if you are interested in history of development of porn into mainstream, or can appreciate art in porn movies. I know I am not. But the director of the movie appears to be a talented person. He even tried to get Simon & Garfunkel to give him permissions to use his songs. Of course, they rejected.",negative,
"I was willing to go with the original _Cruel Intentions._ It went along with the plot and stayed true to the characters of one of my favorite stories. However, this movie was, in my opinion, a crummy rehash with essentially the same story line and no clear character choices. I didn't honestly care what happened to any of them. The strongest part of the original story (Les Liasons, not CI) is the characters and their interactions, not the events themselves. I wasn't clear until I read the IMDB that this movie was meant to be a prequel, especially since the title includes a number ""2,"" I expected a sequel, but then determined that it must be a companion piece. Over all, I must say that this movie read, to me at least, like a soft porn version of Les Liasons. I was not impressed.",negative,
"Terry Gilliam's stunning feature-length adaptation of Chris Marker's short film LA JETEE is full of mind-bending surprises, yet still touches your heart thanks to the superb cast. Gilliam's flair for the phantasmagorical works with the script by David and Janet Peoples to play with your head as much as it does with poor James Cole (Willis at his most Steve McQueen-like -- better than McQueen, even!), a time-traveling convict from the future who literally doesn't know whether he's coming or going as a team of scientists keeps sending him back to the wrong eras while trying to prevent a 1995 plague that's deadly to humans but harmless to animals. Willis, the justifiably Oscar-nominated Brad Pitt, and Madeline Stowe as a well-meaning psychiatrist give some of the best performances of their careers. Even Paul Buckmaster's tango-style score is haunting. This one's a don't-miss!",positive,
"We are not in the fairy tale of the naked emperor. We may confess the truth of what we see, without being stupid, confess, that this show is in many aspects just incomprehensible and that it is clear, that much of it was created out of pure intuition without real concept.<br /><br />Well, obviously many people like such stuff. I don't. I prefer well thought and planed shows. And I also confess, that the show is much to serious for my taste and boring...those love and drug stories...There are so many exciting soaps with lot of suspense (Dallas e.g.), but Twin Peaks can't catch my attention. I don't care about those people, except Cooper and Gordon Cole.",negative,
"This is a very bland and inert production of one of Shakespeare's most vibrant plays. I can only guess that the intent was to make the play as accessible and understandable as possible to an audience that has not been exposed to Shakespeare before. By doing this, though - by making every line clear and every intent obvious - they have drained the play of life and turned it into a flat caricature. Somehow, it is actually boring - a very hard feat given such wonderful material.<br /><br />The acting is forgettable at best - Sam Waterston as Benedick and Douglas Watson as Don Pedro. Others, however, do not fare so well. April Shawnham's Hero is a pouty, breathless airhead that frequently provokes winces. Jerry Mayer's Don John is a nonsensical cartoon character on the level of Snidely Whiplash (though Snidley was much more enjoyable).<br /><br />F. Murray Abraham (you know, the guy who killed Mozart?) is not in this version, unless he was in disguise and had his name removed from the credits.<br /><br />Given that the producer, Joseph Papp, is basically a theater god, this production is not only disappointing but head-scratching as well.<br /><br />Don't bother with this. Watch Branagh's Much Ado instead - his version is overflowing with vitality and humor, to say nothing of wonderful performances.",negative,
"I have seen many a horror flick in my time, all of them absurdly bad, but none reach the depths that this piece of trash lowers itself to. This movie made me angrier and angrier as I watched it as I tried to wrap my head around exactly what this movie was about. Now, after I've seen it, I understand - sort of - what was going on and why, but the movie itself is just too confusing to be enjoyable when you're watching it. Yes, there are the customary scenes of gratuitious violence, one-liners that show the mind-blowing insightfulness of its characters (""The highway belongs to me...ME!""), and enough nudity to sufficiently distract us from the ""plot"", but still you'll leave this movie feeling alone and taken advantage of, like a puppy who isn't wanted anymore and is left in a box by the side of the road. Blech.",negative,
"This is another fantasy favorite from Ralph Bakshi; after watching it on YouTube that is. Set in the distant past after the Ice Age, it is a prehistoric sword-and-sorcery quest between good and evil. Nekron, Lord of the realm of Ice and his mother Queen Juliana, has set their sights on conquest of the known world. When their glaciers destroy's the village of a man named Larn, he (Larn) vows to avenge his people and kill the Ice Lord. Meanwhile, the sub-human minions of Nekron and Juliana capture Firekeep's King Jarol's sultry daughter Princess Teegra; but she manages to escape, and eventually meets with Larn, who promises to escort her back to Firekeep; if the sub-humans don't find them first.<br /><br />This movie did very little box office (as did most of Ralph Bakshi's films), but has become a cult classic, partly for the quality of the art, a collaboration between Ralph Bakshi and the famed fantasy artist Frank Frazetta. Also, I have heard that the screenplay was written by Gerry Conway and Roy Thomas, the two men who had done Conan comic book stories, and the background painters included James Gurney, the illustrator of the Dinotopia novels; though admittedly I had never read Conan or Dinotopia. And also the painter Thomas Kinkade, noted for his artwork for figurines, music-boxes for The Bradford Exchange Company besides paintings. And like Bakshi's films The Lord of the Rings and American Pop, this movie was rotoscoped, but the process works better in this film than in the former.<br /><br />So overall, I think it's one of the best animated fantasy movies ever made, and an awesome collaboration between two great minds - Ralph Bakshi and Frank Frazetta. With plenty of fantasy, sexual innuendo, and thrilling adventure.",positive,
"The premise of Cabin Fever starts like it MIGHT have something to offer. A group of college teens after finals (in the fall?) goes to a resort cabin in the woods where one by one they are attacked by an unseen flesh eating virus.<br /><br />Unfortunately, the first paragraph is where any remote elements of film quality stop. Cabin Fever is little more than college kids looking for sex, booze, talking non-stop about nothing, and seeing how many F-bombs they can get into 1:40 minutes or however long this mess is.<br /><br />The kids act and react stupidly to everything around them. One of them for instance discovers that the skin virus has infected her legs, so what does she do? She keeps shaving her legs failing to take proper medical attention for her wounds. The scene is little more than a gross out. In another scene, Rider Strong from ""Boy Meets World"" gets bitten on the hand by some kid who only says ""Pancakes"" and likes to do karate kicks on those who sit next to him. If you can figure out the reason for why the ""Pancakes"" kid was included, I'd love to know. Anyway, Rider pets a wild dog and goes off to wash his bitten hand in a most likely contaminated creek. Another kid likes to drop F-bombs in reacting to everything around him and shoot squirrels. Why? Your guess is as good as mine!<br /><br />Rider Strong is the ONLY kid with any recognition in this movie. He tries to calm people down in-between the yelling and screaming and F*** Y**! bombs that people are throwing around. When the kids aren't yelling, they are having or talking about sex or talking nonsense to the other adult characters who are EVEN MORE (if that is possible)idiotic than the kids! The idiot cop with an IQ of 60 at best may be one of the WORST acting jobs I have ever seen in a movie. You talk about people not playing with a full deck, this dork doesn't even know how to find the cards! LOL! I was like, ""Will you PLEASE shut up already?!"" He makes the kid actors look like geniuses! The only part that I sort of liked was Rider's scary story (although gory) about the deranged bowling alley guy. In interviews, Rider said that he had a great deal of respect for director Eli Roth. But the problem is that Mr. Roth appears to be going for little more than shock and gore. There are far too many bad things about this movie for Mr. Roth to get any credit. I wish I could agree with Rider and find something likable about this movie. Maybe the fall scenery in the beginning? Actually, Rider Strong JUST saves this movie from being a 1! Hopefully, he was compensated for this junk!",negative,
"*** REVIEW MAY CONTAIN SOME SPOILERS *** I'll make this review short and sweet. I bought this movie from Best Buy because it sounded interested and had some top actors in it like Kevin Spacey and Morgan Freeman. How bad could it be, right? Well, it's pretty bad. Justin Timberlake plays Pollack, a wannabe journalist who stumbles across a case that may lead to corrupt cops at Edison's Police Force. LL Cool J is Deed, a cop within the force on a special force team called F.R.A.T. (First Response Assault Tactics). He's teamed with an ""on-the-edge"" bad cop named Lazerov (Dylan McDermott). In the opening scene we see Lazerov & Deed taking on some bank robbers, but at night they are busting a couple of guys doing drugs. I don't want to give to much away, but things turn bad for the guys doing the drugs. Pollack, who works for Ashford (Morgan Freeman) goes to a trial involving Deeds & Lazerov. He suspect foul play and with the help of Ashford, does some investigate that turns ugly. Wallace (Kevin Spacey) who is all within the F.R.A.T. team joins with Ashford to try to bring the corrupt cops to justice.<br /><br />You can tell from the beginning that Freeman and Spacey's performance are pretty lackluster. The only person that give a all out performance is Dylan McDermott. He is a complete nut case in this movie and made a believer out of me. LL Cool J is terrible in this film. He says every line the same way and shows pretty much the same emotion. He was much better in movies like Deep Blue Sea & Any Given Sunday. The film starts off with some nice action but then drags it feet through the rest of the film. The ending is far from satisfying.<br /><br />Don't waste your time with this film. I'm putting it on Ebay this weekend.",negative,
"There's a lot going on in The College Girl Murders. A mad scientist creates an almost undetectable poisonous gas. Before he can reap the rewards of his discovery, the scientist is killed by a hooded, whip-welding monk. After a co-ed is killed in a church by the gas, Scotland Yard is called in to investigate, but the killing continues. Who can stop this mad killer who seems to be able to come and go as he pleases in and out of the college? <br /><br />What Works: <br /><br />- The Killer. What's not to like about a killer who sneaks around wearing a vivid red KKK looking outfit, complete with red gloves. The white whip he carries and uses very effectively stands out nicely against the bright red gown. Although the idea of a killer in a flaming red, pointy-head outfit sneaking around a girl's school is fairly far-fetched, it's one of the more sinister looking costumes I've seen.<br /><br />- Groovy 60s Music. I really would like to track down the title music to The College Girl Murders. It's got a jazzy, hip, 60s feel to it that I just loved.<br /><br />- Bizarre Touches. Beyond the killer's red gown and hood, the movie features a sliding fireplace, a pit of alligators with a cage handing overhead, poison spraying bibles, a strategically placed mannequin, mini-skirts, go-go boots, and mile high hair. I would describe it as a cross between the 60s Batman TV show and an Italian giallo. The College Girl Murders is a real treat for the eye.<br /><br />- The End. Let's just say that there are more twists than a mountain road. Just when you think the killer has been uncovered, here comes a twist..and another.and anotherand another.<br /><br />What Doesn't Work: <br /><br />- Chief Inspector Sir John. I know the guy was meant to be comic relief, but his buffoonish character has way too much screen time.<br /><br />- Why Have Alligators? Previously, I mentioned the alligators in the pit. And while they are a nice touch, they serve very little purpose. Why go through all the trouble and not use them? <br /><br />- Plodding Plot. Some of The College Girl Murders has no flow or rhythm to it. There are far too many moments throughout the movie when things come inexplicably to a screeching halt. Better pacing would have made this a much more enjoyable movie.<br /><br />I haven't seen many of these German krimis but of the few I have seen (Phantom of Soho, Strangler of Blackmoor Castle, Dead Eyes of London) this may be my favorite. This one has a real funky feel to it that I really go into. Had the plot flowed a little better, I could have easily given The College Girl Murders a 7/10.",positive,
"I was also on hand for the premiere in Toronto. This film was sort of a consolation when I thought I wouldn't be able to get in to see my first choice. Well, I was totally blown away. By the time I got to the theater I could remember little other than the basic plot of the movie (yes, I actually forgot who was even in it.) Terrific performances from the entire cast. Carrie-Anne Moss was great in a true departure from her days as Trinity. As for Billy Connolly, I think not since Chaplin has an actor played so brilliantly with no lines what-so-ever. The kids were also great. Definitely check this one out if you get the chance.<br /><br />And, by the way, I got to see my first choice anyway- and this was way better.",positive,
"I like Billy Crystal, and I thought it would be fun to watch this film, since I know he admired Alan King and they would be funny together. I thought I had seen all Billy's movies but couldn't remember this one, and now I know why. It's so full of clichés and phony emotion; you can smell each scene coming (and going!). Billy doesn't even get to be funny very often. He's too busy trying to cry fake tears or show his angst at how badly his father let him down. Alan King himself is fairly likable, as is the subplot about being an extra in the movies. But what a coincidence that Billy just happens to visit his father just as a major health crisis takes place, etc. etc. Or that two busy doctors can just shut down their practices to moon around in LA. And when the end comes, boy, does it come quickly! Almost as though the writers realized they had painted themselves into a corner and the only way out was to do a death scene. Mostly disappointing with a few glimmers of good humor.",negative,
"This movie should not be compared to ""The Sting"", or other caper/heist/con game films. What makes it such a great movie experience is what it has to say about relationships, deceit and trust. It's also a fairly cutting critique of psychiatry, given that the female protagonist is a shrink who is so easily deceived and then acts out in such a primitive manner in the finale. Has Mr Mamet had an unfortunate experience in therapy? Highly, hugely recommended!",positive,
"I really think that this movie is great, personally. But, in every movie there is a downer. Now, some of you may not have watched Hilary Duff's 'Raise Your Voice', but If you think about it, those two shows are very very similar, if you know what i mean. In 'Brave New Girl', Holly wants so bad to get into Haverty Conservatory. In 'Raise Your Voice', Terri wants to go to a conservatory in L.A.(don't remember the name of the conservatory there). They are both in the music field, and they both have to sing at the ending of the semester. It's really funny how these two films are alike. I personally like 'Brave New Girl' better than, 'Raise Your Voice' though.",positive,
"This is a horrible movie. All three stories are bracketed with a psychiatrist hypnotist line which is unnecessary and all the stories are bad. The first is about wild wolves and some lady, there are some things that don't make sense, but the hypnotism thing makes up for that. The second one, with bad Bill Paxton as a maniac roommate should not be viewed by anyone. The last one, sadly the best is almost incomprehensible which I guess makes it better than the other garbage.",negative,
"I watched Phat Beach on cable for a while and I sort of enjoyed it. The fat guy is the best character, as he seems to be a nice guy. The rest of the characters are just various stereotypes of young men and young black men. I like to watch these low budget movies that capture a period of time because they are almost like a documentary of the year's attitudes and fads. Phat Beach is also funny because the low-budget babes in this movie are strictly home-girls. Most low-budget movies have that ""local babe"" quality, and you can tell the babes in this movie were the local strippers and underwear models for JC Penneys. Some of them had so much cellulite hanging from their bikinis that it was funny to watch how the ""youngsters"" went wild over what was essentially some really over-used, high-mileage skank. There were some cuties too. That is the charm of these low-budget crappy movies. You will see a lot of doggies, and some real cuties! I checked up on some of them at IMDb and seven years later Phat Beach is their only credit. Too bad. It would be interesting if someone ever managed to do a ""Where are they now"" book on all of the cuties that have appeared in the history of movies and then were never again to return. What happened?? There are probably one or two young people in almost every movie who seem to have a lot going for them and yet years later when you see the movie again on TV you wonder ""what ever happened to X?"" Anyhow, this movie mostly blows, but it has some funny moments.",negative,
"With the advent of the IMDb, this overlooked movie can now find an interested audience. Why? Because users here who do a search on two-time Academy Award winner Glenda Jackson can find 'The Return of The Soldier' among her credits. So can those checking out Oscar winner Julie Christie. Fans of Ann-Margret can give the title a click, as will those looking into the career of the great Alan Bates. Not to mention the added bonus of a movie with supporting heavyweights Ian Holm and Frank Finlay. Any movie with so many notables in it is rewarded by the IMDb, given all the cross-referencing that goes on here. So, why isn't this movie out on DVD? Don't the Producers realize the Internet Movie Database is a marketing gift for such a film? And 'The Return of The Soldier' is definitely a gem waiting to be discovered. Get with it, people.",positive,
"When you typically watch a short film your always afraid that the person creating the film tries to throw too much into it. That's not the case with this one. A great story about a young girl who's had enough and other worldly forces trying to help make things right.<br /><br />Eric Etebari does a wonderful job of representing the spirit of twisted justice and helps to convey the complexities of the blurred line of right and wrong.<br /><br />Both the young girl and the father give great performances in this wonderful short film, but Eric's performance is definitely the show stealer in this story.<br /><br />I definitely recommend this film for it's complexity, performance, and great over all story.",positive,
"Following a sitcom plot is so mindlessly easy that having her character simultaneously operate both within and without the context the rest of the cast inhabit is the kind of experimentalism that sitcoms could really use. The supporting characters ground the show in a sitcom reality which provides a contextual counterpoint to Sarah's erratic persona which, beyond general insensitivity, has no specific recurring traits for behavioural expectations to be based on, making her less a character than a canvas to be repainted in every episode if not scene. Sarah's ability to see everything from an outside perspective enables her to parody aspects of social behaviour that are subtle enough to usually go unnoticed. Every time she speaks it's like a self-contained 5 second skit. She overemotes a lot, demonstrating the countless things a smile or change in vocal pitch can signify, but never sticks with one idea long enough for you to get comfortable and form expectations that will be satisfied. This may be the most creative, original and experimental TV program ever.",positive,
"Bela made 9 pics for Monogram, but it was only at THIS one, the 4TH, that things started to come together. All the rest in the series would use this one as the essential template for production, writing and character development. From here on, better or worse, the series would also deal with one essential theme: a scientist (usually Bela) makes experiments in the basement or the old house (sometimes IN the basement in the old house) that causes things to go blooey. This was also the first time that Art Director Dave Milton got a chance to spread his wings. He came on board for BLACK DRAGONS, the flick before, but THIS one is where he gets to make his craft start to click. Lewis made great atmosphere for next to nothing, and was around for all the rest of the Monograms. Casting is key in these, and it's a pretty good one B movie wise, here. You get Barclay and Harlen (also from BLACK DRAGONS),along with Russell, who would star in Lewtons' CAT PEOPLE movies..and Rosetto, from SPOOKS RUN WILD...a nice slice of Poverty Row talent. If you have limited time and budget, start with this one...it sums up everything they had learned up to this point, and gives you something to compare the rest to. The plot? Bela steals gland juice to keep his nasty wife young. They both like to sleep in coffins. If you can read that and smile, the rest will be easy.",positive,
"This is one of the best animated movies I've ever seen in my life. This isn't just a fun movie, or a well-made movie. This is a landmark in the art of animation and even if it weren't, just the technical skill that went into making it, would grant it a place in the history of animation.<br /><br />Wladyslaw Starewicz created a stop-motion movie about the secret life of beetles. He imagined a coherent world of insects, with jobs, houses, nightclubs, movie houses, even little props like posters and bicycles and paintings.<br /><br />In this movie he tells a simple tale of hypocrisy and revenge. Mr. Beetle has an affair with a dancing dragonfly, much to the chagrin of a grasshopper; but he's a cameraman and decides to shoot the fling. Mr. Beetle returns home and finds Mrs. Beetle having her own affair. Mr. Beetle chases the lover away but forgives his wife. The two make up and go out to the movies. And the movie they watch is Mr. Beetle and the Dragonfly. Described thus it sounds banal, but once seen it becomes a gripping work of cinema. Along with Emile Cohl and Jiri Trnka, Wladyslaw Starewicz pretty much invented everything that future animators would use in their work. For that reason he must not remain forgotten.",positive,
"Watching this movie is like eating a banquet of nothing but meringue. It initially looks great but ultimately provides NO satisfaction--none.<br /><br />The plot is a muddled mess about a toy factory and the forces of evil. So, how is it possible that with this basic plot AND Robin Williams that the movie still turns out so badly?! It's because the picture is all appearance with no substance whatsoever--much like the terrible Popeye picture Williams did at the beginning of his film career. The film must have cost a fortune but perhaps there wasn't enough money left over to hire writers who had graduated grade school.<br /><br />The film is one unfunny joke that goes on and on and on and on. I really am unsure why it was made in the first place--it certainly wasn't made to provide any sort of entertainment.",negative,
"I rented this film yesterday mostly due to the good-looking art and the summary given on the back of the jacket. After popping it into my DVD player I re-examined the jacket cover and even though I took the cover out of from the plastic viewer, I STILL could not read any of the production detail information about the film. This film is entitled Evil on the Jacket and had to locate it by going to Faith Films website to find out any linkage to it here on IMDb.<br /><br />The filming and special affects done in the film looked quite good ... THEN, a line-reading actor spoke. Oh dear ... this actor's reading sounded like some pimple-faced high school jock whose voice just managed to change pitch, and no attempt given to go beyond reading the lines from the script. At first I thought I got a bad disc out of audio sync, then had to surmise it was a foreign film since I couldn't read the jacket... English dialog dubbed. If they'd casted the right person for dubbing the dialog, this film MIGHT have been decent. I gave it a chance of about 20 minutes before ejecting it when I discovered the bad line reader wasn't going to get killed off, but stay as the constant main fixture. Yes, it is THAT bad! The jacket cover art and the art done in the film are great, so gave the one star, but minus 1,999,999 stars for the rotten dialog. I do not recommend this one!",negative,
